"user_id","signup_time","purchase_time","purchase_value","device_id","source","browser","sex","age","ip_address","class"
59780,2015-01-04 22:32:33,2015-01-16 01:13:43,31,"WUMOBGUCBOXPO","SEO","FireFox","M",36,1752166823.7958,1
176129,2015-01-28 12:53:51,2015-01-29 23:21:43,37,"XUNJIVTRXCRZL","Ads","IE","M",32,745823926.818867,0
100886,2015-07-12 14:14:04,2015-07-29 07:41:26,54,"GIREUSMFWWUZJ","SEO","Chrome","F",28,1799140970.54951,0
221257,2015-05-29 17:55:17,2015-09-05 22:42:38,12,"LGFXOENGXOBXI","SEO","IE","M",19,698700037.443598,0
151705,2015-01-07 03:44:53,2015-01-07 03:44:54,48,"URHCRIXOMLJMH","SEO","Chrome","F",27,2836025220.69469,1
399610,2015-04-03 20:06:51,2015-06-01 07:42:42,30,"CLTWKVSGDCFRD","SEO","FireFox","F",39,287463049.315086,0
396746,2015-08-05 23:50:35,2015-08-14 12:08:55,56,"JUWCOHMHRBDCL","SEO","IE","M",56,2937613755.02089,0
243817,2015-02-13 18:16:05,2015-04-23 17:44:27,72,"YIIEFBZUGEXNR","Direct","Chrome","F",32,2521870760.08803,0
262245,2015-01-03 03:29:05,2015-02-26 23:23:55,38,"YAQQIDVLQRBLL","Ads","IE","F",21,2803457086.87181,0
256743,2015-06-12 19:11:32,2015-07-11 06:42:08,33,"VVZIVFUBISCEV","SEO","IE","M",22,2260745438.99321,0
306604,2015-02-09 13:01:40,2015-02-22 06:55:32,53,"REPNWECRCGXIS","SEO","IE","M",39,1418160722.14878,0
4435,2015-01-31 01:18:43,2015-04-14 09:33:26,27,"MJLRKEEEZARII","Ads","Opera","M",35,301185167.524528,0
174879,2015-08-12 20:24:19,2015-09-09 03:39:58,56,"ONLMVTYBMQQWN","Ads","FireFox","M",30,2871721776.56228,0
192353,2015-04-25 12:52:46,2015-07-29 12:50:42,27,"RPHZDFAXPVJTK","SEO","Chrome","M",57,3071734454.19124,0
134152,2015-05-25 00:37:29,2015-06-23 14:29:17,52,"CDJIUJQMWXHWX","Ads","IE","M",30,2132402323.19579,0
81113,2015-08-16 12:56:45,2015-08-24 05:00:54,52,"BKQVBSSFGETUQ","Direct","Chrome","F",44,3682311659.55885,0
107312,2015-03-19 23:56:21,2015-03-21 03:39:38,62,"OUUHDCKIYEXLM","Ads","Chrome","M",36,3959167319.03477,0
55002,2015-06-09 00:32:53,2015-09-17 13:45:43,35,"QLHWTRKJZWMAW","SEO","FireFox","M",19,3184464830.47997,0
250432,2015-02-19 12:31:25,2015-03-03 12:00:20,25,"BWTRKTCCGCMMR","Ads","IE","M",40,303778372.409023,0
132826,2015-07-25 10:41:51,2015-08-26 05:40:36,18,"UOSPQFPVALJAX","SEO","FireFox","F",35,3364603497.91491,0
313833,2015-08-16 20:48:52,2015-11-17 09:43:11,12,"GDATAKTYQUGWR","Ads","IE","M",55,569038405.117824,0
300818,2015-01-24 05:56:03,2015-03-21 18:44:25,60,"UIMMNPECDIHFV","Ads","FireFox","M",23,3429491019.2203,0
262864,2015-05-03 08:12:33,2015-06-01 08:41:48,91,"LYTLRYTPUANEC","Ads","Chrome","F",24,3580176911.99493,0
89475,2015-05-17 04:21:24,2015-09-09 09:55:46,37,"XZXUYCZIRRECT","Ads","FireFox","M",37,3923631938.57081,0
305751,2015-06-22 19:30:06,2015-10-19 12:52:12,26,"TRGSXNEBCCGME","Direct","Chrome","F",23,3555140234.0082,0
254562,2015-05-12 18:58:01,2015-07-31 11:36:16,75,"VYSNKKTTQIXQC","Ads","FireFox","F",45,2977122407.50711,0
247815,2015-02-13 10:28:34,2015-04-04 18:08:43,27,"BZJKAWMGZHVDI","SEO","Safari","F",44,3195352718.13465,0
192767,2015-01-08 12:17:12,2015-04-28 02:09:42,15,"ZTORJKTDMYTJH","Ads","Safari","M",32,2568639629.92846,0
310147,2015-07-06 05:45:48,2015-07-22 04:19:25,54,"GAPQDLEFDZYCO","Ads","Safari","F",20,2626780561.13759,0
339348,2015-07-10 08:29:46,2015-10-13 12:34:12,35,"RFKAOQAIQDQSL","Ads","Safari","M",38,775036641.47033,0
394644,2015-02-09 11:04:46,2015-04-08 06:38:16,51,"DOTXRQKMYPZCG","SEO","Chrome","F",48,3064167004.43775,0
30729,2015-01-16 06:15:54,2015-04-12 10:16:40,81,"YDRJUNHYWJMMG","Ads","Safari","M",25,3543681271.40994,0
233374,2015-07-04 14:10:15,2015-07-16 10:55:12,33,"VSWWOJLJPLUNZ","SEO","Chrome","F",25,2961640224.22295,0
366068,2015-05-14 04:54:06,2015-07-11 03:24:56,69,"JQYCFABXAMQVP","Direct","Chrome","M",31,3463946532.23212,0
345865,2015-02-01 05:59:23,2015-02-20 08:09:10,36,"FKQPZUELCRKBL","SEO","IE","M",30,2740589787.15788,1
324683,2015-01-18 02:51:59,2015-04-19 22:24:33,27,"JFVSIORUJBMXS","Ads","IE","M",28,4228027812.25944,1
221091,2015-02-20 18:29:06,2015-05-03 11:33:18,44,"XKARVFXNUGHGH","Direct","Chrome","F",46,1990595542.11836,0
222633,2015-04-18 14:33:58,2015-06-03 00:43:46,10,"CYULQPBDHLIBY","SEO","FireFox","M",41,1438733276.77059,0
336190,2015-01-05 21:07:24,2015-03-15 00:43:18,14,"ECDEOLUBPCUAI","Ads","IE","M",35,4006899916.74828,1
181004,2015-01-07 17:45:16,2015-01-07 17:45:17,10,"WETYPHOQVLWMK","Ads","FireFox","M",36,2293332681.78064,1
185360,2015-06-28 16:32:30,2015-08-02 17:43:57,54,"TTYDBTRYPTNQU","SEO","IE","M",20,783532076.793444,0
23078,2015-04-30 12:38:53,2015-07-04 20:00:13,35,"KCDZVBAIRPNLS","SEO","FireFox","F",31,1834619467.29801,0
257050,2015-06-02 17:33:46,2015-06-08 20:18:55,26,"TMWANSMCBRGVX","SEO","IE","M",29,2680500619.5633,0
165137,2015-04-13 05:58:38,2015-05-04 03:02:39,29,"FCBIXXRAVQAQO","SEO","Chrome","M",26,3077902820.59254,0
322319,2015-03-15 08:44:50,2015-05-03 23:51:14,72,"WZOCUYFWWGILX","Ads","FireFox","F",22,277257680.517123,0
99299,2015-07-22 17:08:40,2015-08-10 20:44:24,21,"JTHVCCWTCLEWQ","Ads","IE","F",24,3660878807.14237,0
267772,2015-04-26 18:42:15,2015-07-12 16:54:20,61,"DXMWUANJKLRHS","Ads","Chrome","M",43,86067372.7036745,0
174509,2015-05-29 02:42:02,2015-06-27 07:03:05,56,"TBBARLCDTWATC","Ads","IE","M",25,827789689.088199,0
236096,2015-07-29 00:27:44,2015-11-20 06:06:52,41,"PIZVLJKSYDERZ","Direct","IE","M",22,453892720.438261,0
350818,2015-07-16 08:48:35,2015-09-27 17:44:10,53,"BITOGCKJPSLTZ","SEO","FireFox","M",19,434228853.004662,0
357570,2015-07-22 10:58:12,2015-09-23 12:54:07,19,"SSSAYDHGYNZSZ","Ads","Chrome","F",32,832647585.591399,0
19976,2015-04-29 10:01:35,2015-07-28 00:09:44,28,"DYBIFILSHTKDH","Direct","IE","F",25,869888505.365448,0
392706,2015-01-07 08:15:53,2015-01-07 08:15:54,65,"VRYLIRAQJIIIE","SEO","Opera","F",30,1213104903.78116,1
43831,2015-02-04 19:55:13,2015-03-26 09:03:00,21,"GGRUOKKINWLQW","Ads","Safari","F",19,214597247.119164,0
280081,2015-07-03 08:29:04,2015-09-06 06:16:43,40,"GWKXFMTAAPNYI","SEO","Chrome","M",32,2921484965.10123,0
319018,2015-02-08 17:21:14,2015-02-23 04:02:12,9,"HEMRFTLELMBQM","Ads","Chrome","M",35,2547495155.06993,0
84673,2015-05-10 07:26:20,2015-08-31 06:54:21,79,"EQJDVNHTPLOXB","Direct","IE","F",24,741584943.016843,0
298557,2015-07-05 10:31:29,2015-08-04 02:57:08,23,"SPKIAONPICJEU","SEO","Chrome","M",33,2040684695.87786,0
67592,2015-01-10 23:23:25,2015-01-10 23:23:26,38,"ITUMJCKWEYNDD","Ads","Safari","M",43,3874757617.26129,1
243357,2015-03-27 18:16:18,2015-07-02 22:52:15,26,"GPQWESTBHWFHF","Ads","FireFox","F",45,2843824499.97735,0
32520,2015-07-06 01:46:15,2015-10-05 15:09:58,73,"ZILZCQXJKIVNC","Direct","Chrome","M",23,2106656393.6867,0
234687,2015-07-22 03:22:15,2015-08-24 20:23:16,42,"SOBKWNCFYBXTW","SEO","IE","F",20,197883347.697421,0
282317,2015-01-12 07:55:07,2015-02-25 08:18:02,54,"ODRQOQHJUWGFM","SEO","Safari","F",44,339186950.497726,0
142400,2015-06-28 21:49:06,2015-09-25 20:09:36,29,"TDIYGYJRUSMNW","SEO","Chrome","M",39,1347788842.93617,0
170701,2015-01-30 11:43:14,2015-02-06 07:41:33,45,"NNSKETYBABELG","Ads","IE","M",45,347501160.705285,0
19542,2015-01-02 16:49:52,2015-04-20 21:34:04,28,"IQYBVZMXAKNOH","Ads","Safari","M",47,1795516378.31345,0
10388,2015-04-24 05:19:29,2015-07-18 02:19:10,12,"XIURASSWQRRBM","Direct","IE","M",23,4132088550.77083,0
235083,2015-07-24 03:39:03,2015-11-18 21:39:20,29,"NFHDFYBNHTREN","Ads","Chrome","F",19,3629094101.64701,0
198982,2015-04-17 07:26:15,2015-05-03 21:43:57,44,"BYSCYGRHWSHIU","Ads","Chrome","F",26,1334106171.13356,1
232762,2015-05-13 02:48:43,2015-05-18 15:06:28,14,"YIATLXRUIXRCK","SEO","Safari","F",39,1930386250.70574,0
10055,2015-04-06 23:14:54,2015-05-07 15:21:49,47,"KDSEIVWEOCIEM","SEO","Chrome","F",36,2755626384.54083,0
244618,2015-06-11 12:40:52,2015-08-30 08:09:07,81,"MSPMJUTDCXZSC","SEO","FireFox","M",20,3014510992.1828,0
50280,2015-05-24 21:16:35,2015-06-01 19:00:06,21,"IUZMJJBRDCGBZ","Ads","Chrome","M",24,4283640872.76886,0
56338,2015-03-18 03:36:41,2015-07-11 08:59:24,53,"KZZDZXHXXLQFD","SEO","Chrome","M",24,4227828365.71273,0
11399,2015-07-04 00:59:46,2015-07-26 12:29:26,13,"XSBCMGYRILJRA","Ads","IE","F",35,392271513.192212,0
65674,2015-06-02 22:31:55,2015-08-23 22:49:17,20,"HCKNCXWZGEMBA","Ads","IE","M",19,1276169797.54486,0
17259,2015-05-30 16:06:31,2015-09-03 20:48:03,38,"YFDFRIQZFYEDP","SEO","Safari","M",34,943349666.877447,0
259616,2015-02-16 03:40:02,2015-04-05 01:06:51,26,"FIGVUJINBWPHC","SEO","Chrome","M",23,4060441522.07648,0
257432,2015-03-24 09:08:01,2015-04-06 02:30:40,41,"HYRIZVROAHIAM","Ads","Safari","F",60,1391043538.251,0
322442,2015-04-17 18:52:04,2015-05-31 07:16:34,55,"ZDIXYKHTAPHNA","Ads","FireFox","F",46,4058503537.31699,0
76442,2015-02-07 07:27:00,2015-03-02 06:57:59,78,"DEQAXKPHPWQWQ","SEO","Safari","M",24,1466689399.7421,0
28074,2015-07-03 09:31:29,2015-08-07 20:12:17,22,"GQOICTLWVUQJR","Ads","Chrome","M",36,728934460.95385,0
31631,2015-05-09 07:29:41,2015-06-10 17:17:50,34,"UQYDANBPZHEWL","Ads","Safari","F",27,171340899.388849,0
135536,2015-05-03 22:40:07,2015-07-18 15:43:38,32,"ITRXCOXKEQTAM","SEO","FireFox","M",37,2097967789.0142,0
378922,2015-05-24 04:19:36,2015-06-30 09:49:43,35,"ORQNABNCVPQFJ","Direct","Safari","M",31,473388710.467428,0
2048,2015-03-25 05:08:36,2015-04-12 12:23:45,23,"LGPVZQLEZZHYT","Ads","FireFox","M",27,1188111808.08377,0
352206,2015-01-06 21:48:13,2015-01-06 21:48:14,45,"FRITFBEXOSJEI","Ads","IE","F",22,1367517507.76938,1
254137,2015-03-09 19:43:25,2015-04-01 05:34:46,68,"TELOXKWAQLILK","SEO","Chrome","F",34,2788073739.89249,0
181412,2015-01-24 10:49:49,2015-04-02 11:31:28,43,"XFIGXQDXGUOOO","Ads","FireFox","M",21,2497068531.56064,0
369364,2015-07-24 22:15:08,2015-09-06 10:31:22,82,"KAGWUQQEBYRRL","SEO","FireFox","F",26,3431090301.40033,0
208666,2015-02-23 06:07:21,2015-04-17 11:11:17,51,"ATZZLTQJZHTCS","Direct","Safari","M",32,1877903689.96035,0
99190,2015-07-23 20:14:14,2015-08-11 13:13:22,82,"XUPSIDFWUQQBD","SEO","Chrome","M",31,2328929813.85848,0
396395,2015-06-20 15:14:00,2015-10-04 10:18:38,15,"DPSJNHEAZRWUN","Direct","FireFox","M",29,4051807651.99735,0
82593,2015-05-29 11:37:08,2015-06-15 07:53:00,43,"RWOTVJDERDZSX","SEO","FireFox","M",39,3310832865.51385,0
195228,2015-06-15 11:19:56,2015-08-15 13:18:20,11,"HABFQXMPOVDSR","Ads","Safari","F",26,3496173874.96505,0
53372,2015-07-08 13:13:54,2015-09-14 01:34:26,59,"ZVJDDCSISXMSE","Direct","IE","F",41,2951870319.73099,0
234706,2015-07-11 09:45:26,2015-10-01 11:33:51,32,"XEPZIKDXXKXTQ","Direct","Chrome","F",22,3774962828.72124,0
280588,2015-03-22 05:17:02,2015-05-23 19:19:57,37,"KACKTATVEHQJP","SEO","IE","F",38,3160286683.38665,0
180767,2015-02-11 03:35:58,2015-03-22 18:47:52,10,"IZMAAMLQXYIIU","SEO","Chrome","M",28,1394694453.54121,0
19839,2015-05-21 12:34:52,2015-08-31 22:22:54,30,"WTYRBFWGIBNFY","Ads","Safari","F",33,195061052.721111,0
254737,2015-05-20 08:42:48,2015-07-27 04:22:38,35,"FSUGPBSTMIDJV","Direct","FireFox","M",56,1612457071.84079,0
180729,2015-07-09 11:11:35,2015-10-20 00:06:12,70,"KEBJGRVYQRVXB","SEO","Chrome","M",39,701742083.322852,0
235741,2015-07-07 03:33:01,2015-07-12 05:34:50,63,"EWMIAJTNJQYWM","Ads","FireFox","F",19,3208200045.97333,0
394190,2015-04-18 12:26:02,2015-06-01 06:27:22,19,"ONVRSZZIAVQVZ","Ads","Chrome","M",39,2040846377.76707,0
167405,2015-07-11 22:10:28,2015-10-28 19:04:04,19,"JRURVTNUTQHWF","Direct","Chrome","F",31,1635505504.68008,0
260600,2015-07-22 15:54:25,2015-08-04 15:06:32,38,"GVGMQPMENEUYR","SEO","IE","M",36,629111315.327132,0
44224,2015-08-13 17:21:02,2015-11-15 18:25:45,86,"VJZWVXGOUWMZP","Ads","Chrome","F",35,174423899.80665,0
102563,2015-03-26 12:11:48,2015-05-08 11:45:09,45,"JUVSDAWADEXXX","SEO","Chrome","M",41,3754471851.04302,1
162603,2015-07-30 00:25:42,2015-10-12 04:28:11,26,"LEAPEDUGFIJAS","SEO","Chrome","M",31,3427602389.73259,1
104061,2015-01-05 00:09:57,2015-01-05 00:09:58,23,"XSEQHFFOYFICY","SEO","IE","M",33,2011989144.58386,1
205594,2015-04-07 01:03:13,2015-07-31 16:52:28,31,"QMQLEJONNTRBT","SEO","FireFox","M",23,95584969.7540809,0
18857,2015-08-13 22:48:43,2015-09-16 18:50:28,36,"NRAWJXXBNCJSM","Ads","Chrome","M",41,3638272807.14054,0
147574,2015-01-30 18:49:32,2015-02-10 18:58:32,43,"FDZMJVPBSYLYT","SEO","IE","F",52,4225495009.32056,0
182332,2015-01-20 19:23:59,2015-05-18 08:02:34,57,"WDKOBUDMVPNPP","Direct","Chrome","M",42,2262422561.62443,0
149174,2015-06-21 11:41:49,2015-09-07 02:04:17,80,"LMQNZVDEQQDTY","Ads","Chrome","M",25,3557546660.11082,0
293484,2015-02-16 11:10:36,2015-02-24 17:37:19,69,"VBENGAWFNPVLS","Ads","Chrome","F",35,1833385250.28239,0
348260,2015-01-10 17:13:50,2015-01-10 17:13:51,18,"VOQAAYLLJLUII","SEO","Safari","M",27,798938591.259098,1
105602,2015-04-19 17:29:41,2015-06-06 01:05:07,51,"ZQNABKGFCDXUE","SEO","Chrome","F",33,2441342798.78612,0
53346,2015-03-19 02:18:38,2015-07-07 07:22:27,15,"ZIEMBHNEYFDSC","Ads","Safari","M",35,3547766344.66124,0
286443,2015-05-21 17:58:06,2015-09-07 14:40:57,37,"PMLDEIEWZAPZR","Ads","Chrome","M",49,209079748.256626,0
106020,2015-07-07 04:37:35,2015-07-24 11:42:18,23,"DIWHQQAABXWVD","Ads","FireFox","M",33,1485613192.89146,0
343122,2015-01-08 05:42:01,2015-03-23 14:18:50,11,"SKGZHINSGJEIQ","Ads","Chrome","F",28,3543744942.66919,0
332080,2015-03-01 12:29:40,2015-04-18 14:06:25,54,"OOFPSQQVXJTHW","Ads","IE","M",20,1320145207.97446,0
137674,2015-07-21 12:58:57,2015-11-11 18:14:26,36,"FFOFINQGXJUQC","Ads","Chrome","F",18,144387634.917264,0
351114,2015-02-22 22:59:34,2015-05-07 12:48:37,18,"ECSIFULCBDSEO","Ads","IE","M",28,131362658.552988,0
221294,2015-03-23 22:59:35,2015-07-16 08:53:38,39,"TVMVJDIPEOOSN","Ads","IE","F",33,264272037.978628,0
313728,2015-07-01 11:06:00,2015-10-20 12:32:08,60,"KWGENEVWLCSGT","Ads","Chrome","M",33,2521593605.90324,0
208001,2015-07-18 16:09:00,2015-11-10 02:17:02,22,"LRTXEJHTOMNKV","Direct","IE","M",45,1985871858.05878,0
2474,2015-01-20 09:09:32,2015-05-19 07:55:37,44,"WDEDQTTKXJJGK","Ads","IE","F",23,2936948280.54169,0
172444,2015-03-23 03:00:18,2015-06-11 09:26:54,19,"SVNISELPBFSTK","SEO","Chrome","M",23,4178496845.5789,0
192314,2015-06-11 19:31:43,2015-06-16 16:38:25,50,"BUPMVQEOWRXFS","Ads","Chrome","F",18,258262793.141494,0
68111,2015-04-09 16:16:33,2015-07-09 13:56:14,22,"ZNJBXXOLHQEPV","Ads","IE","F",36,3549663629.87251,0
20668,2015-08-06 04:20:12,2015-11-10 20:39:06,62,"NMISUIDPWOSEU","Direct","Chrome","M",33,1921876775.83276,0
272165,2015-08-05 23:38:51,2015-12-01 22:00:05,20,"YAYLYLSKUKZDT","SEO","FireFox","F",36,2477876334.25641,0
90043,2015-04-07 07:36:19,2015-07-23 22:03:45,18,"XQIDCQSDBOHAI","Ads","Safari","M",25,4084628526.91607,0
121703,2015-01-06 08:56:42,2015-01-06 08:56:43,28,"XAVNTONBKCVJS","Direct","Safari","M",34,2890012039.53189,1
75983,2015-08-17 03:30:12,2015-11-10 20:10:54,21,"XIWSYEYEKNIMC","Ads","IE","F",34,3817746154.4485,0
142279,2015-06-10 04:22:41,2015-06-14 00:02:38,46,"LLJGYWZXYIXJR","Ads","Safari","M",29,4245058858.05681,1
62613,2015-05-12 21:55:14,2015-06-13 23:49:09,15,"ZOEHTLBIHIQGQ","Ads","Chrome","M",23,1247699819.6841,0
364836,2015-07-28 21:06:40,2015-09-09 23:43:04,21,"EPCWXGOSXKSIE","Ads","Chrome","F",31,1347779947.14783,0
231249,2015-05-16 12:43:31,2015-07-16 00:10:15,18,"QBFVTBDWQOJWE","SEO","Chrome","F",19,950295968.338415,0
154866,2015-07-21 20:25:23,2015-09-26 13:10:54,59,"VGJSMQLLKWHBN","SEO","Chrome","F",44,3431999265.79589,0
100998,2015-04-02 11:41:48,2015-06-17 16:13:05,35,"FVATIULWVWOFY","Direct","Safari","M",40,3567728457.97113,0
112494,2015-05-31 18:33:44,2015-09-12 22:18:10,45,"FAQTWGTUWDFCM","Direct","Safari","M",20,3775043778.40001,0
127860,2015-08-04 16:59:50,2015-08-08 17:51:40,44,"MHRRDYZAKZPML","SEO","Chrome","M",30,418455690.859563,0
49310,2015-05-15 05:45:18,2015-08-10 20:30:51,66,"JZPEWPOYBBQJD","Ads","Opera","M",39,19608204.0864377,0
128195,2015-01-26 18:45:26,2015-04-04 05:46:31,12,"OLUIFLAFBUYGZ","SEO","FireFox","F",33,1805354706.76567,0
261531,2015-03-05 05:59:50,2015-03-23 02:10:59,27,"MNRKWCHYYXMGQ","Direct","Chrome","F",18,101341124.79163,0
205274,2015-05-15 11:23:47,2015-07-08 12:30:25,13,"BKZYJPNZATTCB","Direct","IE","F",34,2241277423.63602,0
118300,2015-05-27 06:12:10,2015-07-18 09:56:11,9,"EJFAFWBBEHPZT","SEO","Chrome","F",40,2264526957.307,0
292922,2015-01-07 11:51:20,2015-01-07 11:51:21,11,"LCIDSXJYNIOGD","SEO","IE","M",30,1447879603.2071,1
373370,2015-01-31 12:35:18,2015-04-11 02:35:57,10,"FPHXWOSKBTEEC","Direct","FireFox","F",50,1676324638.44737,0
194474,2015-02-16 00:47:32,2015-05-03 09:48:28,37,"FDSDXYTTKUGMO","Ads","IE","M",25,864448373.48658,0
126026,2015-04-25 01:26:17,2015-08-06 11:04:53,21,"AJFXRCJCZYAAU","SEO","Chrome","M",36,4215622230.78402,0
94737,2015-05-19 01:33:35,2015-05-29 13:28:55,39,"XXRKCABWPFFTX","Ads","FireFox","M",41,1019800932.9542,0
211132,2015-07-25 21:44:24,2015-08-23 14:32:00,40,"KMRAEQPKPTMAL","Ads","Safari","M",40,1446561192.67294,0
64023,2015-06-14 04:04:33,2015-07-06 01:08:28,11,"JXUGZJLXGXSHV","Ads","Safari","F",25,641404466.257596,0
33582,2015-05-25 13:36:51,2015-06-18 06:38:16,16,"EZOTDYDCUDEES","Direct","IE","F",32,236411406.57274,0
246329,2015-08-11 06:38:46,2015-12-04 12:26:28,32,"WSXHAYTSCEGNN","Ads","Safari","F",44,1996870753.28014,0
309021,2015-03-10 20:12:14,2015-04-25 16:34:18,52,"WUGNGIWRQMHME","SEO","Safari","M",29,3814815834.25988,0
295851,2015-04-24 18:24:23,2015-07-27 17:59:44,33,"YCBZTKJIDEPCN","Ads","IE","M",33,858376272.231318,0
377368,2015-06-17 14:27:32,2015-06-23 15:57:33,33,"MCNTXJEGNDWMP","Ads","Chrome","M",22,398591470.224374,0
291038,2015-05-27 06:08:36,2015-08-11 01:00:11,36,"XYKOTLOBNUXTV","Direct","Chrome","M",28,557643172.203283,0
332085,2015-06-20 06:20:05,2015-07-18 03:16:06,69,"TISJANSSLEFBC","Direct","Chrome","M",33,660996042.510549,0
152764,2015-01-16 15:22:39,2015-04-29 23:22:27,68,"IBHPMZGGGULNG","Ads","Safari","F",32,3455520007.13451,0
170138,2015-01-08 09:32:59,2015-01-08 09:33:00,14,"GTIYVLCMAYBFA","Ads","FireFox","M",39,2141691947.61474,1
296780,2015-06-05 22:59:23,2015-06-13 02:22:00,10,"NHUAVGOQDJGTW","Ads","Chrome","M",29,2213581848.81201,0
127838,2015-01-02 22:58:06,2015-01-09 22:12:16,39,"WDWYODPLXWCIY","Direct","IE","F",29,990018809.774783,0
33840,2015-01-07 14:00:20,2015-01-07 14:00:21,32,"NPZFSQBLEKLTN","SEO","Chrome","F",28,3828716001.83371,1
311686,2015-03-08 16:45:35,2015-04-30 15:30:27,61,"HEFTBSLDJPCMQ","Ads","IE","M",52,1825072308.87862,0
81701,2015-03-06 15:37:39,2015-04-07 04:17:55,36,"SSOULXAXAABZW","SEO","Chrome","F",56,1645199544.66779,0
203522,2015-07-15 00:21:41,2015-07-24 20:27:54,63,"TFTYFMIYNDLXL","SEO","Chrome","M",36,320708582.669435,0
259506,2015-08-12 01:09:32,2015-10-03 06:15:26,34,"RFKZYBTERUFEY","Ads","Safari","F",47,1880611814.04713,0
358591,2015-04-22 01:23:03,2015-06-16 06:46:25,40,"YEBTAPLBHTZRO","SEO","IE","M",30,1453455280.56887,0
197517,2015-01-24 03:12:18,2015-05-04 15:47:22,41,"JYTNZDCFLBJAB","SEO","IE","F",26,1171322064.4832,0
309239,2015-05-29 09:54:34,2015-08-09 08:03:26,22,"CXPAACGCMEJFT","Direct","IE","F",22,1499086008.09406,0
329118,2015-02-15 00:34:07,2015-05-21 15:41:18,9,"HWAQLARVTAGQM","SEO","IE","F",49,438174055.148416,0
183585,2015-05-14 14:36:51,2015-06-14 20:49:49,26,"VDDMXGMPUOYCZ","SEO","Chrome","M",25,240768243.241095,0
392375,2015-07-13 02:13:42,2015-10-02 14:04:05,31,"KSYUUDHAXNLAN","SEO","FireFox","M",25,3498823267.64771,0
345676,2015-02-20 21:02:08,2015-02-27 22:27:46,24,"EJLYNZPKLEAEQ","Ads","Chrome","M",26,2081471676.28771,0
